Designator,Mid X,Mid Y,Rotation,Layer
J1,43.8,-34.1,0.0,top
J2,43.8,-41.0,0.0,top
LED1,43.8,-27.6,270.0,top
LED2,33.55,-39.85,0.0,top
LED3,54.05,-39.85,180.0,top
